id,icao_code,iata_code,name,type,city_id,country_id,continent_id,latitude_deg,longitude_deg,elevation_ft
7068,KSPF,SPF,Black Hills Airport-Clyde Ice Field,small_airport,40541,188,4,44.4803009,-103.7829971,3931
7069,KSPG,SPG,Albert Whitted Airport,small_airport,51164,188,4,27.7651,-82.626999,7
7070,AYQO,SPH,Sopu Airport,small_airport,51165,137,6,-8.3038,147.1659,6580
7071,KSPI,SPI,Abraham Lincoln Capital Airport,medium_airport,40590,188,4,39.844101,-89.677902,598
7072,LGSP,SPJ,Sparti Airfield,small_airport,40538,66,3,36.9739,22.5263,500
7073,ETAD,SPM,Spangdahlem Air Base,medium_airport,43437,64,3,49.976507,6.698413,1197
7074,PGSN,SPN,Saipan International Airport,medium_airport,51166,235,6,15.119,145.729004,215
7075,FNME,SPP,Menongue Airport,medium_airport,26626,5,2,-14.6576004,17.71980095,4469
7076,6CA3,SPQ,Catalina Air-Sea Terminal Heliport,heliport,37152,188,4,33.74919891,-118.2750015,5
7077,BZ-SPR,SPR,John Greif II Airport,medium_airport,37152,18,4,17.9139,-87.9711,4
7078,KSPS,SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,medium_airport,46245,188,4,33.9888,-98.491898,1019
7079,MY-SPT,SPT,Sipitang Airport,small_airport,51167,106,1,5.083333015,115.5500031,44
7080,LDSP,SPU,Split Airport,medium_airport,40559,42,3,43.53889847,16.29800034,79
7081,AYSQ,SPV,Sepik Plains Airport,small_airport,51168,137,6,-3.8821,143.6734,230
7082,KSPW,SPW,Spencer Municipal Airport,small_airport,40544,188,4,43.16550064,-95.20279694,1339
7083,HESX,SPX,Sphinx International Airport,medium_airport,51169,51,2,30.108078,30.889252,482
7085,KASG,SPZ,Springdale Municipal Airport,small_airport,40585,188,4,36.17639923,-94.11930084,1353
7086,KIZA,SQA,Santa Ynez Airport,small_airport,51170,188,4,34.60680008,-120.0759964,674
7087,SK-442,SQB,Santa Ana Airport,small_airport,51171,37,5,4.408333,-75.021667,2192
7089,SQD,SQD,Shangrao Sanqingshan Airport,medium_airport,39012,36,1,28.3797,117.9643,340
7090,SK-120,SQE,San Luis De Palenque Airport,small_airport,51172,37,5,5.400181,-71.7001,551
7091,SK-046,SQF,Solano Airport,small_airport,40177,37,5,0.702022,-75.2505,860
7092,ID-0287,SQG,Tebelian Airport,medium_airport,51173,77,1,-0.045214,111.458049,97
7093,VVNS,SQH,Na San Airport,small_airport,51174,194,1,21.215301,104.032803,2133
7094,KSQI,SQI,Whiteside County Airport - Joseph H Bittorf Field,small_airport,35491,188,4,41.742175,-89.673629,648
7095,SQJ,SQJ,Sanming Shaxian Airport,medium_airport,37425,36,1,26.4263,117.8336,830
7096,HE40,SQK,Sidi EL Barrani Airport,small_airport,51175,51,2,31.47201,25.879272,282
7097,KSQL,SQL,San Carlos Airport,medium_airport,36713,188,4,37.51313,-122.250838,5
7098,SWUA,SQM,São Miguel do Araguaia Airport,small_airport,51176,24,5,-13.33129978,-50.19760132,1249
7099,WAPN,SQN,Emalamo Sanana Airport,small_airport,37289,77,1,-2.097833,125.963833,11
7100,ESUD,SQO,Storuman Airport,medium_airport,51177,169,3,64.960899,17.6966,915
7101,EYSA,SQQ,Šiauliai International Airport,medium_airport,51178,102,3,55.89390182,23.39500046,443
7102,WAWS,SQR,Soroako Airport,small_airport,51179,77,1,-2.530582,121.356096,1388
7103,BZ-SQS,SQS,Matthew Spain Airport,small_airport,51180,18,4,17.185898,-89.009936,199
7104,SQT,SQT,China Strait Airstrip,small_airport,51181,137,6,-10.56277778,150.6906944,10
7105,SPOA,SQU,Saposoa Airport,small_airport,51182,139,5,-6.96003,-76.768402,982
7106,KW28,SQV,Sequim Valley Airport,small_airport,51183,188,4,48.09809875,-123.1869965,144
7107,EKSV,SQW,Skive Airport,medium_airport,39965,46,3,56.550201,9.17298,74
7108,SSOE,SQX,São Miguel do Oeste Airport,small_airport,51184,24,5,-26.781601,-53.503502,2180
7109,SSRU,SQY,São Lourenço do Sul Airport,small_airport,51185,24,5,-31.38330078,-52.03279877,28
7110,EGXP,SQZ,RAF Scampton,medium_airport,51186,187,3,53.30780029,-0.550832987,202
7111,SSZR,SRA,Luis Alberto Lehr Airport,small_airport,37688,24,5,-27.90658,-54.520628,1014
7112,SLSR,SRB,Santa Rosa De Yacuma Airport,small_airport,37688,21,5,-14.0662,-66.786797,738
7113,KSRC,SRC,Searcy Municipal Airport,small_airport,38522,188,4,35.210602,-91.737503,265
7114,SLRA,SRD,San Ramón Airport,small_airport,51187,21,5,-13.2639,-64.603897,698
7115,SLAL,SRE,Alcantarí Airport,medium_airport,51188,21,5,-19.246835,-65.149611,10184
7116,WARS,SRG,Achmad Yani Airport,medium_airport,38649,77,1,-6.970732,110.373244,10
7117,FTTA,SRH,Sarh Airport,small_airport,38161,34,2,9.14444,18.374399,1198
7118,SLSB,SRJ,Capitán Av. German Quiroga G. Airport,small_airport,36708,21,5,-14.85919952,-66.73750305,633
7119,BGSI,SRK,Siorapaluk Heliport,heliport,51189,200,4,77.786517,-70.638657,102
7120,SRL,SRL,Palo Verde Airport,small_airport,47969,113,4,27.0927,-112.0985,127
7121,SRM,SRM,Sandringham Airport,small_airport,51191,9,6,-24.0568,139.0821,313
7123,SK-245,SRO,Santana Ramos Airport,small_airport,51192,37,5,2.216667,-75.25,6017
7124,ENSO,SRP,"Stord Airport, Sørstokken",medium_airport,23388,131,3,59.791901,5.34085,160
7125,KSRQ,SRQ,Sarasota Bradenton International Airport,large_airport,51193,188,4,27.394631,-82.554359,30
7126,YDUN,SRR,Dunwich Airport,small_airport,51194,9,6,-27.519005,153.427618,260
7127,SKSR,SRS,San Marcos Airport,small_airport,37050,37,5,8.69,-75.156,140
7128,HUSO,SRT,Soroti Airport,medium_airport,40358,184,2,1.727689981,33.62279892,3697
7129,VYFS,SRU,Surbung Airport,small_airport,13450,121,1,22.939167,93.615333,6012
7130,SRV,SRV,Stony River 2 Airport,small_airport,51195,188,4,61.7897,-156.589005,230
7131,KRUQ,SRW,Mid-Carolina Regional Airport,small_airport,36471,188,4,35.645901,-80.520302,772
7132,HLGD,SRX,Sirt International Airport / Ghardabiya Airbase,medium_airport,51196,100,2,31.063499,16.594999,267
7133,OINZ,SRY,Sari Dasht-e Naz International Airport,medium_airport,38163,78,1,36.644408,53.188761,35
7134,SLET,SRZ,El Trompillo Airport,medium_airport,37520,21,5,-17.81159973,-63.17150116,1371
7135,SBSV,SSA,Deputado Luiz Eduardo Magalhães International Airport,large_airport,36524,24,5,-12.908611,-38.322498,64
7136,VI32,SSB,Christiansted Harbor Seaplane Base,seaplane_base,51197,238,4,17.74720001,-64.70490265,
7137,KSSC,SSC,Shaw Air Force Base,medium_airport,41121,188,4,33.972698,-80.470596,241
7138,SCSF,SSD,Víctor Lafón Airport,small_airport,36766,35,5,-32.7458,-70.705002,2162
7139,VASL,SSE,Solapur Airport,medium_airport,40179,76,1,17.62800026,75.93479919,1584
7140,KSSF,SSF,Stinson Municipal Airport,medium_airport,36656,188,4,29.33699989,-98.47109985,577
7141,FGSL,SSG,Malabo Airport,medium_airport,25103,53,2,3.755270004,8.708720207,76
7142,HESH,SSH,Sharm El Sheikh International Airport,large_airport,51198,51,1,27.977272,34.394717,191
7143,KSSI,SSI,St Simons Island Airport,medium_airport,51199,188,4,31.1518,-81.391296,19
7144,ENST,SSJ,"Sandnessjøen Airport, Stokka",medium_airport,51200,131,3,65.956802,12.4689,56
7145,AU-SSK,SSK,Sturt Creek Airport,small_airport,51201,9,6,-19.16640091,128.173996,
7146,SKSL,SSL,Santa Rosalia Airport,small_airport,37710,37,5,5.1309,-70.8682,400
7147,RKSM,SSN,Seoul Air Base (K-16),medium_airport,51202,91,1,37.444744,127.112718,92
7148,SNLO,SSO,São Lourenço Airport,small_airport,51203,24,5,-22.0909,-45.044498,2871
7149,YSVP,SSP,Silver Plains Airport,small_airport,51204,9,6,-13.9754,143.5537,48
7150,CSR8,SSQ,La Sarre Airport,small_airport,51205,32,4,48.91719818,-79.1785965,1048
7151,NVSH,SSR,Sara Airport,small_airport,51206,191,6,-15.4708004,168.1519928,493
7152,SSS,SSS,Siassi Airport,small_airport,51207,137,6,-5.5965,147.8106,1250
7153,SAZL,SST,Santa Teresita Airport,medium_airport,37720,7,5,-36.5423,-56.7218,9
7154,7WA5,SSW,Stuart Island Airpark,small_airport,48865,188,4,48.673379,-123.175439,10
7155,ZA-0138,SSX,Singita Safari Lodge Airport,small_airport,51209,163,2,-24.801985,31.42194,1365
7156,FNBC,SSY,Mbanza Congo Airport,medium_airport,51210,5,2,-6.269899845,14.24699974,1860
7157,SBST,SSZ,Santos Nero Moura Air Base / Guarujá Airport,medium_airport,51211,24,5,-23.928192,-46.300195,13
7158,EKVJ,STA,Stauning Airport,medium_airport,51212,46,3,55.990101,8.35391,17
7229,SVSA,SVZ,San Antonio Del Tachira Airport,medium_airport,36678,193,5,7.84083,-72.439697,1312
7160,KSTC,STC,Saint Cloud Regional Airport,medium_airport,51213,188,4,45.5466,-94.059898,1031
7161,SVSO,STD,Mayor Buenaventura Vivas International Airport,medium_airport,37831,193,5,7.56538,-72.035103,1083
7162,KSTE,STE,Stevens Point Municipal Airport,small_airport,40815,188,4,44.54520035,-89.53029633,1110
7163,YSTI,STF,Stephens Island Seaplane Base,seaplane_base,51214,9,6,-9.51,143.55,0
7164,PAPB,STG,St George Airport,medium_airport,51064,188,4,56.577345,-169.663823,125
7165,YSMR,STH,Strathmore Airport,small_airport,40889,9,6,-17.862709,142.557788,
7166,MDST,STI,Cibao International Airport,medium_airport,37769,49,4,19.40609932,-70.60469818,565
7167,KSTJ,STJ,Rosecrans Memorial Airport,medium_airport,51216,188,4,39.77190018,-94.90969849,826
7168,KSTK,STK,Sterling Municipal Airport,small_airport,40806,188,4,40.613497,-103.263833,4040
7169,KSTL,STL,St Louis Lambert International Airport,large_airport,51217,188,4,38.748697,-90.370003,618
7170,SBSN,STM,Santarém - Maestro Wilson Fonseca International Airport,medium_airport,51218,24,5,-2.422423,-54.79306,198
7171,EGSS,STN,London Stansted Airport,large_airport,24075,187,3,51.884998,0.235,348
7172,KSTP,STP,Saint Paul Downtown Holman Field,medium_airport,51219,188,4,44.93479,-93.060036,705
7173,KOYM,STQ,St Marys Municipal Airport,small_airport,51220,188,4,41.41249847,-78.50260162,1934
7174,EDDS,STR,Stuttgart Airport,large_airport,40941,64,3,48.689899,9.22196,1276
7175,KSTS,STS,Charles M. Schulz Sonoma County Airport,medium_airport,37688,188,4,38.50899887,-122.8130035,128
7176,TIST,STT,Cyril E. King Airport,medium_airport,8885,238,4,18.337091,-64.977251,23
7177,BZ-STU,STU,Santa Cruz Airport,small_airport,37520,18,4,18.27210045,-88.45629883,18
7178,VASU,STV,Surat Airport,medium_airport,41208,76,1,21.1141,72.741798,16
7179,URMT,STW,Stavropol Shpakovskoye Airport,medium_airport,40769,145,3,45.10919952,42.1128006,1486
7180,TISX,STX,Henry E Rohlsen Airport,medium_airport,51221,238,4,17.70190048,-64.79859924,74
7181,SUSO,STY,Nueva Hesperides International Airport,medium_airport,36513,189,5,-31.438499,-57.985298,187
7182,SWST,STZ,Santa Terezinha Airport,small_airport,51222,24,5,-10.464722,-50.518612,663
7183,KSUA,SUA,Witham Field,small_airport,40928,188,4,27.18169975,-80.22109985,16
7184,WARR,SUB,Juanda International Airport,large_airport,41195,77,1,-7.37983,112.787003,9
7185,KSUD,SUD,Stroud Municipal Airport,small_airport,40915,188,4,35.78960037,-96.65570068,900
7186,KSUE,SUE,Door County Cherryland Airport,small_airport,40937,188,4,44.84370041,-87.42150116,725
7187,LICA,SUF,Lamezia Terme Airport,medium_airport,51223,82,3,38.905399,16.2423,39
7188,RPMS,SUG,Surigao Airport,medium_airport,51224,140,1,9.755838326,125.4809475,20
7189,UGSS,SUI,Sukhumi Babushara /  Vladislav Ardzinba International Airport,medium_airport,51225,63,1,42.8582,41.128101,53
7190,LRSM,SUJ,Satu Mare Airport,medium_airport,38280,144,3,47.70330048,22.88570023,405
7191,UEBS,SUK,Sakkyryr Airport,small_airport,51226,145,3,67.792,130.394,1686
7192,OPSU,SUL,Sui Airport,medium_airport,51227,133,1,28.64509964,69.17690277,763
7193,KSMS,SUM,Sumter Airport,small_airport,41121,188,4,33.99499893,-80.36129761,182
7194,KSUN,SUN,Friedman Memorial Airport,medium_airport,16203,188,4,43.50439835,-114.2959976,5318
7195,KS21,SUO,Sunriver Airport,small_airport,51228,188,4,43.876301,-121.453003,4164
7196,WART,SUP,Trunojoyo Airport,small_airport,51229,77,1,-7.0242,113.89023,10
7197,SESC,SUQ,Sucúa Airport,small_airport,51230,50,5,-2.474201,-78.169041,3116
7198,CJV7,SUR,Summer Beaver Airport,small_airport,51231,32,4,52.70859909,-88.54190063,832
7199,KSUS,SUS,Spirit of St Louis Airport,medium_airport,51217,188,4,38.662102,-90.652,463
7200,HTSU,SUT,Sumbawanga Airport,small_airport,41093,174,2,-7.948889,31.610278,5960
7201,KSUU,SUU,Travis Air Force Base,medium_airport,13418,188,4,38.262699,-121.927002,62
7202,NFNA,SUV,Nausori International Airport,medium_airport,28953,58,6,-18.04330063,178.5590057,17
7203,KSUW,SUW,Richard I Bong Memorial Airport,small_airport,41186,188,4,46.688612,-92.095041,674
7204,KSUX,SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,medium_airport,39798,188,4,42.397605,-96.382237,1098
7205,UENS,SUY,Suntar Airport,small_airport,41175,145,1,62.18500137,117.6350021,452
7206,PASA,SVA,Savoonga Airport,medium_airport,51233,188,4,63.686401,-170.492996,53
7207,FMNS,SVB,Sambava Airport,medium_airport,36581,104,2,-14.2786,50.174702,20
7208,KSVC,SVC,Grant County Airport,medium_airport,39651,188,4,32.636701,-108.154736,5446
7209,TVSA,SVD,Argyle International Airport,medium_airport,21100,149,4,13.156695,-61.149945,136
7210,KSVE,SVE,Susanville Municipal Airport,small_airport,41243,188,4,40.375702,-120.572998,4149
7211,DBBS,SVF,Savé Airport,small_airport,51234,19,2,8.018170357,2.464580059,597
7212,ENZV,SVG,"Stavanger Airport, Sola",large_airport,40767,131,3,58.876701,5.63778,29
7213,KSVH,SVH,Statesville Regional Airport,small_airport,40760,188,4,35.765301,-80.953903,968
7214,SKSV,SVI,Eduardo Falla Solano Airport,medium_airport,48091,37,5,2.15217,-74.7663,920
7215,ENSH,SVJ,"Svolvær Airport, Helle",medium_airport,51236,131,3,68.243301,14.6692,27
7216,BZ-SVK,SVK,Silver Creek Airport,small_airport,51237,18,4,16.728338,-88.369174,216
7217,EFSA,SVL,Savonlinna Airport,medium_airport,38346,59,3,61.9431,28.945101,311
7218,KSVN,SVN,Hunter Army Air Field,medium_airport,38324,188,4,32.00999832,-81.14569855,41
7219,UUEE,SVO,Sheremetyevo International Airport,large_airport,27874,145,3,55.972599,37.4146,622
7220,FNKU,SVP,Kuito Airport,medium_airport,51238,5,2,-12.40460014,16.94739914,5618
7221,LEZL,SVQ,Sevilla Airport,medium_airport,38867,165,3,37.417999,-5.89311,112
7222,BGSV,SVR,Savissivik Heliport,heliport,38342,200,4,76.018613,-65.117683,24
7223,SVS,SVS,Stevens Village Airport,small_airport,51239,188,4,66.016727,-149.056835,328
7224,FBSV,SVT,Savuti Airport,small_airport,51240,23,2,-18.518475,24.077687,3150
7225,NFNS,SVU,Savusavu Airport,small_airport,51241,58,6,-16.803394,179.340587,17
7226,VE-0208,SVV,San Salvador de Paul Airport,small_airport,51242,193,5,7,-62,576
7227,PASV,SVW,Sparrevohn LRRS Airport,medium_airport,51243,188,4,61.09740067,-155.5740051,1585
7228,USSS,SVX,Koltsovo Airport,large_airport,47013,145,1,56.74309921,60.80270004,764
7232,YSWL,SWC,Stawell Airport,medium_airport,40771,9,6,-37.07170105,142.7409973,807
7230,ZGOW,SWA,Jieyang Chaoshan International Airport,medium_airport,51244,36,1,23.552,116.5033,
7231,AU-SWB,SWB,Shaw River Airport,small_airport,51245,9,6,-21.51029968,119.3619995,
7237,YSWH,SWH,Swan Hill Airport,medium_airport,41321,9,6,-35.37580109,143.5330048,234
7233,PAWD,SWD,Seward Airport,medium_airport,51246,188,4,60.130478,-149.418612,22
7234,SWE,SWE,Siwea Airport,small_airport,51247,137,6,-6.284181,147.582371,5960
7235,KSWF,SWF,New York Stewart International Airport,medium_airport,29342,188,4,41.504101,-74.104797,491
7236,SWG,SWG,Satwag Airport,small_airport,51248,137,6,-6.139555556,147.2791667,4185
7238,NVSX,SWJ,Southwest Bay Airport,small_airport,51249,191,6,-16.4864,167.4472,68
7239,RPSV,SWL,San Vicente Airport,small_airport,37265,140,1,10.524298,119.272899,24
7240,KSWO,SWO,Stillwater Regional Airport,medium_airport,40824,188,4,36.162132,-97.085581,1000
7241,FYSM,SWP,Swakopmund Municipal Aerodrome,small_airport,41317,122,2,-22.6619,14.5681,207
7242,WADS,SWQ,Sumbawa Besar Airport,small_airport,51250,77,1,-8.48904,117.412003,16
7243,SWR,SWR,Silur Airport,small_airport,51251,137,6,-4.529888889,153.0544444,217
7244,EGFH,SWS,Swansea Airport,medium_airport,41323,187,3,51.6053009,-4.067830086,299
7245,UNSS,SWT,Strezhevoy Airport,medium_airport,40907,145,1,60.7094,77.660004,164
7246,RKSW,SWU,Suwon Airport,medium_airport,41275,91,1,37.239399,127.007004,88
7247,UHMW,SWV,Severo-Evensk Airport,medium_airport,13341,145,1,61.921786,159.229059,32
7248,KSWW,SWW,Avenger Field,small_airport,41331,188,4,32.4673996,-100.4670029,2380
7249,FBSW,SWX,Shakawe Airport,small_airport,51252,23,2,-18.37389946,21.83259964,3379
7250,WMBA,SWY,Sitiawan Airport,small_airport,51253,106,1,4.2222,100.6993,25
7251,SWZ,SWZ,Western Sydney International (Nancy Bird Walton) Airport,heliport,51254,9,6,-33.879444,150.739722,228
7252,AYQS,SXA,Sialum Airport,small_airport,51255,137,6,-6.0908,147.5955,170
7253,LFST,SXB,Strasbourg Airport,medium_airport,40881,60,3,48.53829956,7.628230095,505
7254,YWSL,SXE,West Sale Airport,medium_airport,36422,9,6,-38.090827,146.965335,72
7255,FLSN,SXG,Senanga Airport,small_airport,38681,196,2,-16.113,23.2982,3347
7256,SXH,SXH,Sehulea Airport,small_airport,51256,137,6,-9.964527778,151.1618611,30
7257,OIBS,SXI,Siri Airport,medium_airport,51257,78,1,25.908899,54.539398,43
7258,ZWSS,SXJ,Shanshan Airport,medium_airport,39033,36,1,42.911701,90.247498,
7259,WPAS,SXK,Mathilda Batlayeri Airport,small_airport,51258,77,1,-7.848354,131.337068,446
7260,EISG,SXL,Sligo Airport,medium_airport,40001,80,3,54.28020096,-8.599209785,11
7261,TNCM,SXM,Princess Juliana International Airport,large_airport,50204,239,4,18.041,-63.108898,13
7262,FBSN,SXN,Sua Pan Airport,medium_airport,51260,23,2,-20.5534,26.115801,2985
7263,SWFX,SXO,São Félix do Araguaia Airport,small_airport,51261,24,5,-11.6324,-50.689602,650
7264,SXP,SXP,Nunam Iqua Airport,small_airport,51262,188,4,62.520599,-164.848006,12
7265,PASX,SXQ,Soldotna Airport,medium_airport,51263,188,4,60.474935,-151.038471,113
7266,VISR,SXR,Sheikh ul Alam International Airport,medium_airport,40630,76,1,33.987099,74.7742,5429
7267,WBKH,SXS,Sahabat [Sahabat 16] Airport,small_airport,51264,106,1,5.087779999,119.0940018,40
7268,WMAN,SXT,Sungai Tiang Airport,small_airport,51265,106,1,4.33027792,102.3949966,10
7269,HASD,SXU,Soddu Airport,small_airport,51266,57,2,6.80281,37.68622,6400
7270,VOSM,SXV,Salem Airport,medium_airport,36428,76,1,11.7833004,78.06559753,1008
7271,AYSV,SXW,Sauren Airport,small_airport,51267,137,6,-5.9701,148.8543,46
7272,SNFX,SXX,São Félix do Xingu Airport,small_airport,51268,24,5,-6.6413,-51.9523,656
7273,KN23,SXY,Sidney Municipal Airport,small_airport,39538,188,4,42.30260086,-75.41600037,1027
7274,LTCL,SXZ,Siirt Airport,medium_airport,39596,181,1,37.97890091,41.8404007,2001
7275,PASY,SYA,Eareckson Air Station,medium_airport,51269,188,4,52.71229935,174.1139984,95
7276,SYB,SYB,Seal Bay Seaplane Base,seaplane_base,51270,188,4,58.373291,-152.201797,
7277,SPSY,SYC,Shiringayoc Airport,small_airport,51271,139,5,-11.898,-69.0625,856
7278,YSSY,SYD,Sydney Kingsford Smith International Airport,large_airport,41352,9,6,-33.94609833,151.177002,21
7279,OYSH,SYE,Sadah Airport,small_airport,51272,195,1,16.967542,43.728103,5938
7280,SYF,SYF,Silva Bay Seaplane Base,seaplane_base,51273,32,4,49.151,-123.698,
7281,VNSB,SYH,Syangboche Airport,small_airport,51274,124,1,27.8112,86.7124,12400
7282,KSYI,SYI,Bomar Field Shelbyville Municipal Airport,small_airport,39107,188,4,35.56010056,-86.44249725,801
7283,OIKY,SYJ,Sirjan Airport,medium_airport,39838,78,1,29.5509,55.672699,5846
7284,BIST,SYK,Stykkishólmur Airport,small_airport,51275,75,3,65.058851,-22.764616,42
7285,SYL,SYL,Roberts Army Heliport,heliport,51276,188,4,35.814999,-120.744003,630
7286,ZPSM,SYM,Pu'er Simao Airport,small_airport,51277,36,1,22.793301,100.959,
7287,SYN,SYN,Stanton Airfield,small_airport,51278,188,4,44.475579,-93.016756,920
7288,RJSY,SYO,Shonai Airport,medium_airport,39327,85,1,38.812199,139.787003,86
7289,MPSA,SYP,Ruben Cantu Airport,medium_airport,37769,136,4,8.085599899,-80.94529724,272
7290,MRPV,SYQ,Tobías Bolaños International Airport,medium_airport,36893,41,4,9.95705,-84.139801,3287
7291,KSYR,SYR,Syracuse Hancock International Airport,large_airport,41365,188,4,43.11119843,-76.10630035,421
7292,UERS,SYS,Saskylakh Airport,medium_airport,38236,145,3,71.927902,114.080002,
7293,LFLN,SYT,Saint-Yan Airport,medium_airport,51279,60,3,46.412498,4.01326,796
7294,YWBS,SYU,Warraber Island Airport,small_airport,51280,9,6,-10.20829964,142.8249969,3
7295,KSYV,SYV,Sylvester Airport,small_airport,51281,188,4,31.55850029,-83.89569855,403
7296,OPSN,SYW,Sehwan Sharif Airport,medium_airport,51282,133,1,26.47310066,67.71720123,121
7297,ZJSY,SYX,Sanya Phoenix International Airport,large_airport,51283,36,1,18.3029,109.412003,92
7298,EGPO,SYY,Stornoway Airport,medium_airport,51284,187,3,58.215599,-6.33111,26
7299,OISS,SYZ,Shiraz Shahid Dastghaib International Airport,large_airport,39276,78,1,29.5392,52.589802,4927
7300,FNSO,SZA,Soyo Airport,medium_airport,51285,5,2,-6.141089916,12.37180042,15
7301,WMSA,SZB,Sultan Abdul Aziz Shah International Airport,medium_airport,40953,106,1,3.130579948,101.5490036,90
7302,HASM,SZE,Semera Airport,small_airport,38656,57,2,11.7875,40.9915,1390
7303,LTFH,SZF,Samsun-Çarşamba Airport,medium_airport,36614,181,1,41.26556,36.54861,18
7304,LOWS,SZG,Salzburg Airport,medium_airport,36533,10,3,47.793301,13.0043,1411
7305,ZBSG,SZH,Shuozhou Zirun Airport,small_airport,39390,36,1,39.273241,112.691552,
7306,UASZ,SZI,Zaysan Airport,small_airport,47488,87,1,47.487491,84.887675,1877
7307,MUSN,SZJ,Siguanea Airport,medium_airport,51286,43,4,21.6425,-82.955101,39
7308,FASZ,SZK,Skukuza Airport,medium_airport,51287,163,2,-24.96089935,31.58869934,1020
7309,KSZL,SZL,Whiteman Air Force Base,medium_airport,51288,188,4,38.730301,-93.547897,870
7311,SZN,SZN,Santa Cruz Island Airport,small_airport,51289,188,4,34.06007,-119.915229,50
7312,SZP,SZP,Santa Paula Airport,small_airport,37674,188,4,34.34719849,-119.060997,243
7313,LBSZ,SZR,Stara Zagora Airport,small_airport,40735,26,3,42.3766667,25.655,558
7314,NZRC,SZS,Ryan's Creek Aerodrome,small_airport,51290,126,6,-46.8997,168.100998,62
7315,ZSSZ,SZV,Suzhou Guangfu Airport,medium_airport,41281,36,1,31.2631,120.401001,
7316,ZGSZ,SZX,Shenzhen Bao'an International Airport,large_airport,51291,36,1,22.639299,113.810997,13
7317,EPSY,SZY,Olsztyn-Mazury Airport,medium_airport,30555,141,3,53.481899,20.9377,463
7318,EPSC,SZZ,"Szczecin-Goleniów ""Solidarność"" Airport",medium_airport,15230,141,3,53.584702,14.9022,154
7319,TTCP,TAB,A.N.R. Robinson International Airport,medium_airport,38387,179,4,11.1497,-60.832199,38
7320,RPVA,TAC,Daniel Z. Romualdez Airport,medium_airport,51292,140,1,11.227761,125.027783,10
7321,KTAD,TAD,Perry Stokes Airport,small_airport,43454,188,4,37.25939941,-104.3410034,5762
7322,RKTN,TAE,Daegu Airport,medium_airport,10754,91,1,35.896872,128.65531,116
7323,DAOL,TAF,Oran Tafraoui Airport,medium_airport,51293,3,2,35.5424,-0.532278,367
7324,RPSP,TAG,Bohol-Panglao International Airport,medium_airport,31609,140,1,9.573045,123.770143,
7326,OYTZ,TAI,Ta'izz International Airport,medium_airport,51294,195,1,13.68599987,44.13909912,4838
7327,PG-ATP,TAJ,Tadji Airport,small_airport,48055,137,6,-3.198191804,142.4309635,33
7328,RJOT,TAK,Takamatsu Airport,medium_airport,41579,85,1,34.21419907,134.0160065,607
7329,PATA,TAL,Ralph M Calhoun Memorial Airport,small_airport,51296,188,4,65.1744,-152.108994,236
7330,MMTM,TAM,General Francisco Javier Mina International Airport,medium_airport,41782,113,4,22.29640007,-97.86589813,80
7332,TAO,TAO,Qingdao Jiaodong International Airport,large_airport,51297,36,1,36.361953,120.088171,30
7333,MMTP,TAP,Aeropuerto Internacional de Tapachula,medium_airport,41907,113,4,14.790371,-92.36883,97
7334,YTAR,TAQ,Tarcoola Airport,small_airport,51298,9,6,-30.702871,134.58282,400
7335,LIBG,TAR,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",medium_airport,15681,82,3,40.517502,17.4032,215
7336,UTTT,TAS,Tashkent International Airport,large_airport,42032,190,1,41.25790024,69.28119659,1417
7337,LZTT,TAT,Poprad-Tatry Airport,medium_airport,33330,159,3,49.073601,20.2411,2356
7338,SK-131,TAU,Tauramena Airport,small_airport,42087,37,5,5.01281,-72.7424,1462
7339,SUTB,TAW,Tacuarembo Airport,small_airport,41448,189,5,-31.749001,-55.925801,440
7340,WAPT,TAX,Taliabu Island Airport,small_airport,51299,77,1,-1.642629981,124.5589981,9
7341,EETU,TAY,Tartu Airport,medium_airport,42018,55,3,58.307499,26.690399,220
7342,UTAT,TAZ,Daşoguz Airport,medium_airport,51300,182,1,41.759853,59.836149,272
7343,VVTH,TBB,Dong Tac Airport,medium_airport,43815,194,1,13.0496,109.334,20
7344,KT03,TBC,Tuba City Airport,small_airport,51301,188,4,36.091146,-111.38286,4513
7345,SK-142,TBD,Timbiqui Airport,small_airport,42742,37,5,2.778569,-77.668045,145
7346,TBE,TBE,Timbunke Airport,small_airport,51302,137,6,-4.196633,143.519222,24
7348,AYTB,TBG,Tabubil Airport,small_airport,41425,137,6,-5.27861,141.225998,1570
7349,RPVU,TBH,Tugdan Airport,medium_airport,51303,140,1,12.31099987,122.0849991,10
7350,MYCB,TBI,New Bight Airport,medium_airport,51304,12,4,24.3153,-75.452301,5
7351,DTKA,TBJ,Tabarka-Aïn Draham International Airport,medium_airport,41401,180,2,36.98,8.87694,230
7354,ID-TBM,TBM,Tumbang Samba Airport,small_airport,51305,77,1,-1.4694,113.0833,160
7355,KTBN,TBN,Waynesville-St. Robert Regional Airport-Forney Field,medium_airport,13995,188,4,37.7416,-92.140701,1159
7356,HTTB,TBO,Tabora Airport,small_airport,41421,174,2,-5.07639,32.833302,3868
7357,SPME,TBP,Captain Pedro Canga Rodríguez International Airport,medium_airport,43689,139,5,-3.552074,-80.381086,115
